+----------------------+-------------------------------------------------+-----------+-------------+
| NOTE: The Hardness and Resistance values are the raw base values in the fields                   |
| of the Block class in question. The actual final values may be different                         |
| for different states of the block, or they may depend on a TileEntity etc.                       |
+----------------------+-------------------------------------------------+-----------+-------------+
| Mod name             | Registry name                                   |  Hardness |  Resistance |
| Minecraft            | minecraft:prismarine                            |      1.50 |       30.00 |
| Minecraft            | minecraft:pumpkin                               |      1.00 |        5.00 |
| Minecraft            | minecraft:pumpkin_stem                          |      0.00 |        0.00 |
| Minecraft            | minecraft:purple_glazed_terracotta              |      1.40 |        7.00 |
| Minecraft            | minecraft:purple_shulker_box                    |      2.00 |     6000.00 |
| Minecraft            | minecraft:purpur_block                          |      1.50 |       30.00 |
| Minecraft            | minecraft:purpur_double_slab                    |      2.00 |       30.00 |
| Minecraft            | minecraft:purpur_pillar                         |      1.50 |       30.00 |
| Minecraft            | minecraft:purpur_slab                           |      2.00 |       30.00 |
| Minecraft            | minecraft:purpur_stairs                         |      1.50 |       30.00 |
| Minecraft            | minecraft:quartz_block                          |      0.80 |        4.00 |
| Minecraft            | minecraft:quartz_ore                            |      3.00 |       15.00 |
| Minecraft            | minecraft:quartz_stairs                         |      0.80 |        4.00 |
| Minecraft            | minecraft:rail                                  |      0.70 |        3.50 |
| Minecraft            | minecraft:red_flower                            |      0.00 |        0.00 |
| Minecraft            | minecraft:red_glazed_terracotta                 |      1.40 |        7.00 |
| Minecraft            | minecraft:red_mushroom                          |      0.00 |        0.00 |
| Minecraft            | minecraft:red_mushroom_block                    |      0.20 |        1.00 |
| Minecraft            | minecraft:red_nether_brick                      |      2.00 |       30.00 |
| Minecraft            | minecraft:red_sandstone                         |      0.80 |        4.00 |
| Minecraft            | minecraft:red_sandstone_stairs                  |      0.80 |        4.00 |
| Minecraft            | minecraft:red_shulker_box                       |      2.00 |     6000.00 |
| Minecraft            | minecraft:redstone_block                        |      5.00 |       30.00 |
| Minecraft            | minecraft:redstone_lamp                         |      0.30 |        1.50 |
| Minecraft            | minecraft:redstone_ore                          |      3.00 |       15.00 |
| Minecraft            | minecraft:redstone_torch                        |      0.00 |        0.00 |
| Minecraft            | minecraft:redstone_wire                         |      0.00 |        0.00 |
| Minecraft            | minecraft:reeds                                 |      0.00 |        0.00 |
| Minecraft            | minecraft:repeating_command_block               |     -1.00 | 18000000.00 |
| Minecraft            | minecraft:sand                                  |      0.50 |        2.50 |
| Minecraft            | minecraft:sandstone                             |      0.80 |        4.00 |
| Minecraft            | minecraft:sandstone_stairs                      |      0.80 |        4.00 |
| Minecraft            | minecraft:sapling                               |      0.00 |        0.00 |
| Minecraft            | minecraft:sea_lantern                           |      0.30 |        1.50 |
| Minecraft            | minecraft:silver_glazed_terracotta              |      1.40 |        7.00 |
| Minecraft            | minecraft:silver_shulker_box                    |      2.00 |     6000.00 |
| Minecraft            | minecraft:skull                                 |      1.00 |        5.00 |
| Minecraft            | minecraft:slime                                 |      0.00 |        0.00 |
| Minecraft            | minecraft:snow                                  |      0.20 |        1.00 |
| Minecraft            | minecraft:snow_layer                            |      0.10 |        0.50 |
| Minecraft            | minecraft:soul_sand                             |      0.50 |        2.50 |
| Minecraft            | minecraft:sponge                                |      0.60 |        3.00 |
| Minecraft            | minecraft:spruce_door                           |      3.00 |       15.00 |
| Minecraft            | minecraft:spruce_fence                          |      2.00 |       15.00 |
| Minecraft            | minecraft:spruce_fence_gate                     |      2.00 |       15.00 |
| Minecraft            | minecraft:spruce_stairs                         |      2.00 |       15.00 |
| Minecraft            | minecraft:stained_glass                         |      0.30 |        1.50 |
| Minecraft            | minecraft:stained_glass_pane                    |      0.30 |        1.50 |
| Minecraft            | minecraft:stained_hardened_clay                 |      1.25 |       21.00 |
| Minecraft            | minecraft:standing_banner                       |      1.00 |        5.00 |
| Minecraft            | minecraft:standing_sign                         |      1.00 |        5.00 |
| Minecraft            | minecraft:sticky_piston                         |      0.50 |        2.50 |
| Minecraft            | minecraft:stone                                 |      1.50 |       30.00 |
| Minecraft            | minecraft:stone_brick_stairs                    |      1.50 |       30.00 |
| Minecraft            | minecraft:stone_button                          |      0.50 |        2.50 |
| Minecraft            | minecraft:stone_pressure_plate                  |      0.50 |        2.50 |
| Minecraft            | minecraft:stone_slab                            |      2.00 |       30.00 |
| Minecraft            | minecraft:stone_slab2                           |      2.00 |       30.00 |
| Minecraft            | minecraft:stone_stairs                          |      2.00 |       30.00 |
| Minecraft            | minecraft:stonebrick                            |      1.50 |       30.00 |
| Minecraft            | minecraft:structure_block                       |     -1.00 | 18000000.00 |
| Minecraft            | minecraft:structure_void                        |      0.00 |        0.00 |
| Minecraft            | minecraft:tallgrass                             |      0.00 |        0.00 |
| Minecraft            | minecraft:tnt                                   |      0.00 |        0.00 |
| Minecraft            | minecraft:torch                                 |      0.00 |        0.00 |
| Minecraft            | minecraft:trapdoor                              |      3.00 |       15.00 |
| Minecraft            | minecraft:trapped_chest                         |      2.50 |       12.50 |
| Minecraft            | minecraft:tripwire                              |      0.00 |        0.00 |
| Minecraft            | minecraft:tripwire_hook                         |      0.00 |        0.00 |
| Minecraft            | minecraft:unlit_redstone_torch                  |      0.00 |        0.00 |
| Minecraft            | minecraft:unpowered_comparator                  |      0.00 |        0.00 |
| Minecraft            | minecraft:unpowered_repeater                    |      0.00 |        0.00 |
| Minecraft            | minecraft:vine                                  |      0.20 |        1.00 |
| Minecraft            | minecraft:wall_banner                           |      1.00 |        5.00 |
| Minecraft            | minecraft:wall_sign                             |      1.00 |        5.00 |
| Minecraft            | minecraft:water                                 |    100.00 |      500.00 |
| Minecraft            | minecraft:waterlily                             |      0.00 |        0.00 |
| Minecraft            | minecraft:web                                   |      4.00 |       20.00 |
| Minecraft            | minecraft:wheat                                 |      0.00 |        0.00 |
| Minecraft            | minecraft:white_glazed_terracotta               |      1.40 |        7.00 |
| Minecraft            | minecraft:white_shulker_box                     |      2.00 |     6000.00 |
| Minecraft            | minecraft:wooden_button                         |      0.50 |        2.50 |
| Minecraft            | minecraft:wooden_door                           |      3.00 |       15.00 |
| Minecraft            | minecraft:wooden_pressure_plate                 |      0.50 |        2.50 |
| Minecraft            | minecraft:wooden_slab                           |      2.00 |       15.00 |
| Minecraft            | minecraft:wool                                  |      0.80 |        4.00 |
| Minecraft            | minecraft:yellow_flower                         |      0.00 |        0.00 |
| Minecraft            | minecraft:yellow_glazed_terracotta              |      1.40 |        7.00 |
| Minecraft            | minecraft:yellow_shulker_box                    |      2.00 |     6000.00 |
| Netherending Ores    | netherendingores:creative_tab                   |      0.00 |        0.00 |
| Netherending Ores    | netherendingores:ore_end_modded_1               |      0.00 |        0.00 |
| Netherending Ores    | netherendingores:ore_end_modded_2               |      0.00 |        0.00 |
| Netherending Ores    | netherendingores:ore_end_vanilla                |      0.00 |        0.00 |
| Netherending Ores    | netherendingores:ore_nether_modded_1            |      0.00 |        0.00 |
| Netherending Ores    | netherendingores:ore_nether_modded_2            |      0.00 |        0.00 |
| Netherending Ores    | netherendingores:ore_nether_vanilla             |      0.00 |        0.00 |
| Netherending Ores    | netherendingores:ore_other_1                    |      0.00 |        0.00 |
| Psi                  | psi:cad_assembler                               |      5.00 |       30.00 |
| Psi                  | psi:conjured                                    |      0.00 |        0.00 |
| Psi                  | psi:programmer                                  |      5.00 |       30.00 |
| Psi                  | psi:psi_decorative                              |      5.00 |       30.00 |
| Quark                | quark:acacia_trapdoor                           |      3.00 |       15.00 |
| Quark                | quark:andesite_speleothem                       |      1.50 |        7.50 |
| Quark                | quark:bark                                      |      2.00 |       10.00 |
| Quark                | quark:bark_acacia_slab                          |      2.00 |       10.00 |
| Quark                | quark:bark_acacia_slab_double                   |      2.00 |       10.00 |
| Quark                | quark:bark_acacia_stairs                        |      2.00 |       10.00 |
| Quark                | quark:bark_acacia_wall                          |      0.00 |        0.00 |
| Quark                | quark:bark_birch_slab                           |      2.00 |       10.00 |
| Quark                | quark:bark_birch_slab_double                    |      2.00 |       10.00 |
| Quark                | quark:bark_birch_stairs                         |      2.00 |       10.00 |
| Quark                | quark:bark_birch_wall                           |      0.00 |        0.00 |
| Quark                | quark:bark_dark_oak_slab                        |      2.00 |       10.00 |
| Quark                | quark:bark_dark_oak_slab_double                 |      2.00 |       10.00 |
| Quark                | quark:bark_dark_oak_stairs                      |      2.00 |       10.00 |
| Quark                | quark:bark_dark_oak_wall                        |      0.00 |        0.00 |
| Quark                | quark:bark_jungle_slab                          |      2.00 |       10.00 |
| Quark                | quark:bark_jungle_slab_double                   |      2.00 |       10.00 |
| Quark                | quark:bark_jungle_stairs                        |      2.00 |       10.00 |
| Quark                | quark:bark_jungle_wall                          |      0.00 |        0.00 |
| Quark                | quark:bark_oak_slab                             |      2.00 |       10.00 |
| Quark                | quark:bark_oak_slab_double                      |      2.00 |       10.00 |
| Quark                | quark:bark_oak_stairs                           |      2.00 |       10.00 |
| Quark                | quark:bark_oak_wall                             |      0.00 |        0.00 |
| Quark                | quark:bark_spruce_slab                          |      2.00 |       10.00 |
| Quark                | quark:bark_spruce_slab_double                   |      2.00 |       10.00 |
| Quark                | quark:bark_spruce_stairs                        |      2.00 |       10.00 |
| Quark                | quark:bark_spruce_wall                          |      0.00 |        0.00 |
| Quark                | quark:basalt                                    |      1.50 |       30.00 |
| Quark                | quark:basalt_speleothem                         |      1.50 |        7.50 |
| Quark                | quark:basalt_wall                               |      0.00 |        0.00 |
| Quark                | quark:biome_brick                               |      1.50 |       30.00 |
| Quark                | quark:biome_cobblestone                         |      1.50 |       30.00 |
| Quark                | quark:biotite_block                             |      0.80 |        4.00 |
| Quark                | quark:biotite_ore                               |      3.20 |       45.00 |
| Quark                | quark:biotite_slab                              |      0.80 |        4.00 |
| Quark                | quark:biotite_slab_double                       |      0.80 |        4.00 |
| Quark                | quark:biotite_stairs                            |      0.80 |        4.00 |
| Quark                | quark:biotite_wall                              |      0.00 |        0.00 |
| Quark                | quark:birch_trapdoor                            |      3.00 |       15.00 |
| Quark                | quark:brick_wall                                |      0.00 |        0.00 |
| Quark                | quark:carved_wood                               |      2.00 |       15.00 |
| Quark                | quark:charcoal_block                            |      5.00 |       30.00 |
| Quark                | quark:charred_nether_brick_slab                 |      2.00 |       30.00 |
| Quark                | quark:charred_nether_brick_slab_double          |      2.00 |       30.00 |
| Quark                | quark:charred_nether_brick_stairs               |      2.00 |       30.00 |
| Quark                | quark:charred_nether_bricks                     |      2.00 |       30.00 |
| Quark                | quark:crystal                                   |      0.30 |        1.50 |
| Quark                | quark:dark_oak_trapdoor                         |      3.00 |       15.00 |
| Quark                | quark:dark_prismarine_wall                      |      0.00 |        0.00 |
| Quark                | quark:diorite_speleothem                        |      1.50 |        7.50 |
| Quark                | quark:duskbound_block                           |      1.50 |       30.00 |
| Quark                | quark:duskbound_block_slab                      |      1.50 |       30.00 |
| Quark                | quark:duskbound_block_slab_double               |      1.50 |       30.00 |
| Quark                | quark:duskbound_block_stairs                    |      1.50 |       30.00 |
| Quark                | quark:duskbound_block_wall                      |      0.00 |        0.00 |
| Quark                | quark:duskbound_lantern                         |      1.50 |       30.00 |
| Quark                | quark:elder_prismarine                          |      1.50 |       30.00 |
| Quark                | quark:elder_prismarine_bricks_slab              |      1.50 |       30.00 |
| Quark                | quark:elder_prismarine_bricks_slab_double       |      1.50 |       30.00 |
| Quark                | quark:elder_prismarine_bricks_stairs            |      1.50 |       30.00 |
| Quark                | quark:elder_prismarine_bricks_wall              |      0.00 |        0.00 |
| Quark                | quark:elder_prismarine_dark_slab                |      1.50 |       30.00 |
| Quark                | quark:elder_prismarine_dark_slab_double         |      1.50 |       30.00 |
| Quark                | quark:elder_prismarine_dark_stairs              |      1.50 |       30.00 |
| Quark                | quark:elder_prismarine_dark_wall                |      0.00 |        0.00 |
| Quark                | quark:elder_prismarine_slab                     |      1.50 |       30.00 |
| Quark                | quark:elder_prismarine_slab_double              |      1.50 |       30.00 |
| Quark                | quark:elder_prismarine_stairs                   |      1.50 |       30.00 |
| Quark                | quark:elder_prismarine_wall                     |      0.00 |        0.00 |
| Quark                | quark:elder_sea_lantern                         |      0.30 |        1.50 |
| Quark                | quark:end_bricks_slab                           |      0.00 |        0.00 |
| Quark                | quark:end_bricks_slab_double                    |      0.00 |        0.00 |
| Quark                | quark:end_bricks_stairs                         |      0.80 |        4.00 |
| Quark                | quark:end_bricks_wall                           |      0.00 |        0.00 |
| Quark                | quark:fire_stone_brick_slab                     |      1.50 |       30.00 |
| Quark                | quark:fire_stone_brick_slab_double              |      1.50 |       30.00 |
| Quark                | quark:fire_stone_brick_stairs                   |      1.50 |       30.00 |
| Quark                | quark:fire_stone_brick_wall                     |      0.00 |        0.00 |
| Quark                | quark:fire_stone_slab                           |      1.50 |       30.00 |
| Quark                | quark:fire_stone_slab_double                    |      1.50 |       30.00 |
| Quark                | quark:fire_stone_stairs                         |      1.50 |       30.00 |
| Quark                | quark:fire_stone_wall                           |      0.00 |        0.00 |
| Quark                | quark:framed_glass                              |      3.00 |       30.00 |
| Quark                | quark:framed_glass_pane                         |      3.00 |       30.00 |
| Quark                | quark:glowcelium                                |      0.20 |        1.00 |
| Quark                | quark:glowshroom                                |      0.00 |        0.00 |
| Quark                | quark:glowshroom_block                          |      0.20 |        1.00 |
| Quark                | quark:glowstone_dust_block                      |      0.00 |        0.00 |
| Quark                | quark:granite_speleothem                        |      1.50 |        7.50 |
| Quark                | quark:gunpowder_block                           |      0.00 |        0.00 |
| Quark                | quark:hardened_clay_tiles                       |      1.25 |       21.00 |
| Quark                | quark:hardened_clay_tiles_slab                  |      1.25 |       21.00 |
| Quark                | quark:hardened_clay_tiles_slab_double           |      1.25 |       21.00 |
| Quark                | quark:hardened_clay_tiles_stairs                |      1.25 |       21.00 |
| Quark                | quark:icy_stone_brick_slab                      |      1.50 |       30.00 |
| Quark                | quark:icy_stone_brick_slab_double               |      1.50 |       30.00 |
| Quark                | quark:icy_stone_brick_stairs                    |      1.50 |       30.00 |
| Quark                | quark:icy_stone_brick_wall                      |      0.00 |        0.00 |
| Quark                | quark:icy_stone_slab                            |      1.50 |       30.00 |
| Quark                | quark:icy_stone_slab_double                     |      1.50 |       30.00 |
| Quark                | quark:icy_stone_stairs                          |      1.50 |       30.00 |
| Quark                | quark:icy_stone_wall                            |      0.00 |        0.00 |
| Quark                | quark:iron_ladder                               |      0.80 |        4.00 |
| Quark                | quark:iron_plate                                |      5.00 |       30.00 |
| Quark                | quark:iron_plate_slab                           |      5.00 |       30.00 |
| Quark                | quark:iron_plate_slab_double                    |      5.00 |       30.00 |
| Quark                | quark:iron_plate_stairs                         |      5.00 |       30.00 |
| Quark                | quark:jungle_trapdoor                           |      3.00 |       15.00 |
| Quark                | quark:limestone                                 |      1.50 |       30.00 |
| Quark                | quark:limestone_speleothem                      |      1.50 |        7.50 |
| Quark                | quark:limestone_wall                            |      0.00 |        0.00 |
| Quark                | quark:lit_lamp                                  |      0.30 |        1.50 |
| Quark                | quark:magma_bricks                              |      1.50 |       30.00 |
| Quark                | quark:magma_bricks_slab                         |      1.50 |       30.00 |
| Quark                | quark:magma_bricks_slab_double                  |      1.50 |       30.00 |
| Quark                | quark:magma_bricks_stairs                       |      1.50 |       30.00 |
| Quark                | quark:marble                                    |      1.50 |       30.00 |
| Quark                | quark:marble_speleothem                         |      1.50 |        7.50 |
| Quark                | quark:marble_wall                               |      0.00 |        0.00 |
| Quark                | quark:midori_block                              |      1.50 |       30.00 |
| Quark                | quark:midori_block_slab                         |      1.50 |       30.00 |
| Quark                | quark:midori_block_slab_double                  |      1.50 |       30.00 |
| Quark                | quark:midori_block_stairs                       |      1.50 |       30.00 |
| Quark                | quark:midori_block_wall                         |      0.00 |        0.00 |
| Quark                | quark:midori_pillar                             |      1.50 |       30.00 |
| Quark                | quark:monster_box                               |      5.00 |       25.00 |
| Quark                | quark:nether_brick_fence_gate                   |      2.00 |       30.00 |
| Quark                | quark:netherrack_speleothem                     |      0.40 |        7.50 |
| Quark                | quark:paper_lantern                             |      1.50 |        7.50 |
| Quark                | quark:paper_wall                                |      1.50 |        7.50 |
| Quark                | quark:paper_wall_big                            |      1.50 |        7.50 |
| Quark                | quark:pipe                                      |      3.00 |       30.00 |
| Quark                | quark:polished_netherrack                       |      1.50 |       30.00 |
| Quark                | quark:polished_netherrack_bricks_slab           |      1.50 |       30.00 |
| Quark                | quark:polished_netherrack_bricks_slab_double    |      1.50 |       30.00 |
| Quark                | quark:polished_netherrack_bricks_stairs         |      1.50 |       30.00 |
| Quark                | quark:polished_netherrack_bricks_wall           |      0.00 |        0.00 |
| Quark                | quark:polished_stone                            |      1.50 |       30.00 |
| Quark                | quark:prismarine_bricks_slab                    |      0.00 |        0.00 |
| Quark                | quark:prismarine_bricks_slab_double             |      0.00 |        0.00 |
| Quark                | quark:prismarine_bricks_stairs                  |      1.50 |       30.00 |
| Quark                | quark:prismarine_bricks_wall                    |      0.00 |        0.00 |
| Quark                | quark:prismarine_dark_slab                      |      0.00 |        0.00 |
| Quark                | quark:prismarine_dark_slab_double               |      0.00 |        0.00 |
| Quark                | quark:prismarine_dark_stairs                    |      1.50 |       30.00 |
| Quark                | quark:prismarine_rough_wall                     |      0.00 |        0.00 |
| Quark                | quark:prismarine_slab                           |      0.00 |        0.00 |
| Quark                | quark:prismarine_slab_double                    |      0.00 |        0.00 |
| Quark                | quark:prismarine_stairs                         |      1.50 |       30.00 |
| Quark                | quark:purpur_block_wall                         |      0.00 |        0.00 |
| Quark                | quark:quartz_wall                               |      0.00 |        0.00 |
| Quark                | quark:quilted_wool                              |      0.80 |        4.00 |
| Quark                | quark:red_nether_brick_slab                     |      0.00 |        0.00 |
| Quark                | quark:red_nether_brick_slab_double              |      0.00 |        0.00 |
| Quark                | quark:red_nether_brick_stairs                   |      2.00 |       30.00 |
| Quark                | quark:red_sandstone_bricks_slab                 |      0.00 |        0.00 |
| Quark                | quark:red_sandstone_bricks_slab_double          |      0.00 |        0.00 |
| Quark                | quark:red_sandstone_bricks_stairs               |      0.80 |        4.00 |
| Quark                | quark:red_sandstone_smooth_slab                 |      0.00 |        0.00 |
| Quark                | quark:red_sandstone_smooth_slab_double          |      0.00 |        0.00 |
| Quark                | quark:red_sandstone_wall                        |      0.00 |        0.00 |
| Quark                | quark:reed_block                                |      0.50 |        2.50 |
| Quark                | quark:reed_block_slab                           |      0.50 |        2.50 |
| Quark                | quark:reed_block_slab_double                    |      0.50 |        2.50 |
| Quark                | quark:reed_block_stairs                         |      0.50 |        2.50 |
| Quark                | quark:reed_block_wall                           |      0.00 |        0.00 |
| Quark                | quark:sandstone_bricks_slab                     |      0.00 |        0.00 |
| Quark                | quark:sandstone_bricks_slab_double              |      0.00 |        0.00 |
| Quark                | quark:sandstone_bricks_stairs                   |      0.80 |        4.00 |
| Quark                | quark:sandstone_new                             |      0.80 |        4.00 |
| Quark                | quark:sandstone_smooth_slab                     |      0.00 |        0.00 |
| Quark                | quark:sandstone_smooth_slab_double              |      0.00 |        0.00 |
| Quark                | quark:sandstone_wall                            |      0.00 |        0.00 |
| Quark                | quark:sandy_bricks                              |      2.00 |       30.00 |
| Quark                | quark:sandy_bricks_slab                         |      2.00 |       30.00 |
| Quark                | quark:sandy_bricks_slab_double                  |      2.00 |       30.00 |
| Quark                | quark:sandy_bricks_stairs                       |      2.00 |       30.00 |
| Quark                | quark:sandy_bricks_wall                         |      0.00 |        0.00 |
| Quark                | quark:smoker                                    |      0.40 |        2.00 |
| Quark                | quark:snow_bricks                               |      0.20 |        1.00 |
| Quark                | quark:snow_bricks_slab                          |      0.20 |        1.00 |
| Quark                | quark:snow_bricks_slab_double                   |      0.20 |        1.00 |
| Quark                | quark:snow_bricks_stairs                        |      0.20 |        1.00 |
| Quark                | quark:snow_bricks_wall                          |      0.00 |        0.00 |
| Quark                | quark:soul_sandstone                            |      1.00 |        5.00 |
| Quark                | quark:soul_sandstone_bricks_slab                |      0.00 |        0.00 |
| Quark                | quark:soul_sandstone_bricks_slab_double         |      0.00 |        0.00 |
| Quark                | quark:soul_sandstone_bricks_stairs              |      0.80 |        4.00 |
| Quark                | quark:soul_sandstone_slab                       |      1.00 |        5.00 |
| Quark                | quark:soul_sandstone_slab_double                |      1.00 |        5.00 |
| Quark                | quark:soul_sandstone_smooth_slab                |      0.00 |        0.00 |
| Quark                | quark:soul_sandstone_smooth_slab_double         |      0.00 |        0.00 |
| Quark                | quark:soul_sandstone_stairs                     |      1.00 |        5.00 |
| Quark                | quark:soul_sandstone_wall                       |      0.00 |        0.00 |
| Quark                | quark:spruce_trapdoor                           |      3.00 |       15.00 |
| Quark                | quark:stained_clay_tiles                        |      1.25 |       21.00 |
| Quark                | quark:stained_clay_tiles_black_slab             |      1.25 |       21.00 |
| Quark                | quark:stained_clay_tiles_black_slab_double      |      1.25 |       21.00 |
| Quark                | quark:stained_clay_tiles_black_stairs           |      1.25 |       21.00 |
| Quark                | quark:stained_clay_tiles_blue_slab              |      1.25 |       21.00 |
| Quark                | quark:stained_clay_tiles_blue_slab_double       |      1.25 |       21.00 |
| Quark                | quark:stained_clay_tiles_blue_stairs            |      1.25 |       21.00 |
| Quark                | quark:stained_clay_tiles_brown_slab             |      1.25 |       21.00 |
| Quark                | quark:stained_clay_tiles_brown_slab_double      |      1.25 |       21.00 |
| Quark                | quark:stained_clay_tiles_brown_stairs           |      1.25 |       21.00 |
| Quark                | quark:stained_clay_tiles_cyan_slab              |      1.25 |       21.00 |
| Quark                | quark:stained_clay_tiles_cyan_slab_double       |      1.25 |       21.00 |
| Quark                | quark:stained_clay_tiles_cyan_stairs            |      1.25 |       21.00 |
| Quark                | quark:stained_clay_tiles_gray_slab              |      1.25 |       21.00 |
| Quark                | quark:stained_clay_tiles_gray_slab_double       |      1.25 |       21.00 |
| Quark                | quark:stained_clay_tiles_gray_stairs            |      1.25 |       21.00 |
| Quark                | quark:stained_clay_tiles_green_slab             |      1.25 |       21.00 |
| Quark                | quark:stained_clay_tiles_green_slab_double      |      1.25 |       21.00 |
| Quark                | quark:stained_clay_tiles_green_stairs           |      1.25 |       21.00 |
| Quark                | quark:stained_clay_tiles_light_blue_slab        |      1.25 |       21.00 |
| Quark                | quark:stained_clay_tiles_light_blue_slab_double |      1.25 |       21.00 |
| Quark                | quark:stained_clay_tiles_light_blue_stairs      |      1.25 |       21.00 |
| Quark                | quark:stained_clay_tiles_lime_slab              |      1.25 |       21.00 |
| Quark                | quark:stained_clay_tiles_lime_slab_double       |      1.25 |       21.00 |
| Quark                | quark:stained_clay_tiles_lime_stairs            |      1.25 |       21.00 |
| Quark                | quark:stained_clay_tiles_magenta_slab           |      1.25 |       21.00 |
| Quark                | quark:stained_clay_tiles_magenta_slab_double    |      1.25 |       21.00 |
| Quark                | quark:stained_clay_tiles_magenta_stairs         |      1.25 |       21.00 |
| Quark                | quark:stained_clay_tiles_orange_slab            |      1.25 |       21.00 |
| Quark                | quark:stained_clay_tiles_orange_slab_double     |      1.25 |       21.00 |
| Quark                | quark:stained_clay_tiles_orange_stairs          |      1.25 |       21.00 |
| Quark                | quark:stained_clay_tiles_pink_slab              |      1.25 |       21.00 |
| Quark                | quark:stained_clay_tiles_pink_slab_double       |      1.25 |       21.00 |
| Quark                | quark:stained_clay_tiles_pink_stairs            |      1.25 |       21.00 |
| Quark                | quark:stained_clay_tiles_purple_slab            |      1.25 |       21.00 |
| Quark                | quark:stained_clay_tiles_purple_slab_double     |      1.25 |       21.00 |
| Quark                | quark:stained_clay_tiles_purple_stairs          |      1.25 |       21.00 |
| Quark                | quark:stained_clay_tiles_red_slab               |      1.25 |       21.00 |
| Quark                | quark:stained_clay_tiles_red_slab_double        |      1.25 |       21.00 |
| Quark                | quark:stained_clay_tiles_red_stairs             |      1.25 |       21.00 |
| Quark                | quark:stained_clay_tiles_silver_slab            |      1.25 |       21.00 |
| Quark                | quark:stained_clay_tiles_silver_slab_double     |      1.25 |       21.00 |
| Quark                | quark:stained_clay_tiles_silver_stairs          |      1.25 |       21.00 |
| Quark                | quark:stained_clay_tiles_white_slab             |      1.25 |       21.00 |
| Quark                | quark:stained_clay_tiles_white_slab_double      |      1.25 |       21.00 |
| Quark                | quark:stained_clay_tiles_white_stairs           |      1.25 |       21.00 |
| Quark                | quark:stained_clay_tiles_yellow_slab            |      1.25 |       21.00 |
| Quark                | quark:stained_clay_tiles_yellow_slab_double     |      1.25 |       21.00 |
| Quark                | quark:stained_clay_tiles_yellow_stairs          |      1.25 |       21.00 |
| Quark                | quark:stained_planks                            |      2.00 |       15.00 |
| Quark                | quark:stained_planks_black_slab                 |      2.00 |       15.00 |
| Quark                | quark:stained_planks_black_slab_double          |      2.00 |       15.00 |
| Quark                | quark:stained_planks_black_stairs               |      2.00 |       15.00 |
| Quark                | quark:stained_planks_blue_slab                  |      2.00 |       15.00 |
| Quark                | quark:stained_planks_blue_slab_double           |      2.00 |       15.00 |
| Quark                | quark:stained_planks_blue_stairs                |      2.00 |       15.00 |
| Quark                | quark:stained_planks_brown_slab                 |      2.00 |       15.00 |
| Quark                | quark:stained_planks_brown_slab_double          |      2.00 |       15.00 |
| Quark                | quark:stained_planks_brown_stairs               |      2.00 |       15.00 |
| Quark                | quark:stained_planks_cyan_slab                  |      2.00 |       15.00 |
| Quark                | quark:stained_planks_cyan_slab_double           |      2.00 |       15.00 |
| Quark                | quark:stained_planks_cyan_stairs                |      2.00 |       15.00 |
| Quark                | quark:stained_planks_gray_slab                  |      2.00 |       15.00 |
| Quark                | quark:stained_planks_gray_slab_double           |      2.00 |       15.00 |
| Quark                | quark:stained_planks_gray_stairs                |      2.00 |       15.00 |
| Quark                | quark:stained_planks_green_slab                 |      2.00 |       15.00 |
| Quark                | quark:stained_planks_green_slab_double          |      2.00 |       15.00 |
| Quark                | quark:stained_planks_green_stairs               |      2.00 |       15.00 |
| Quark                | quark:stained_planks_light_blue_slab            |      2.00 |       15.00 |
| Quark                | quark:stained_planks_light_blue_slab_double     |      2.00 |       15.00 |
| Quark                | quark:stained_planks_light_blue_stairs          |      2.00 |       15.00 |
| Quark                | quark:stained_planks_lime_slab                  |      2.00 |       15.00 |
| Quark                | quark:stained_planks_lime_slab_double           |      2.00 |       15.00 |
| Quark                | quark:stained_planks_lime_stairs                |      2.00 |       15.00 |
| Quark                | quark:stained_planks_magenta_slab               |      2.00 |       15.00 |
| Quark                | quark:stained_planks_magenta_slab_double        |      2.00 |       15.00 |
| Quark                | quark:stained_planks_magenta_stairs             |      2.00 |       15.00 |
| Quark                | quark:stained_planks_orange_slab                |      2.00 |       15.00 |
| Quark                | quark:stained_planks_orange_slab_double         |      2.00 |       15.00 |
| Quark                | quark:stained_planks_orange_stairs              |      2.00 |       15.00 |
| Quark                | quark:stained_planks_pink_slab                  |      2.00 |       15.00 |
| Quark                | quark:stained_planks_pink_slab_double           |      2.00 |       15.00 |
| Quark                | quark:stained_planks_pink_stairs                |      2.00 |       15.00 |
| Quark                | quark:stained_planks_purple_slab                |      2.00 |       15.00 |
| Quark                | quark:stained_planks_purple_slab_double         |      2.00 |       15.00 |
| Quark                | quark:stained_planks_purple_stairs              |      2.00 |       15.00 |
| Quark                | quark:stained_planks_red_slab                   |      2.00 |       15.00 |
| Quark                | quark:stained_planks_red_slab_double            |      2.00 |       15.00 |
| Quark                | quark:stained_planks_red_stairs                 |      2.00 |       15.00 |
| Quark                | quark:stained_planks_silver_slab                |      2.00 |       15.00 |
| Quark                | quark:stained_planks_silver_slab_double         |      2.00 |       15.00 |
| Quark                | quark:stained_planks_silver_stairs              |      2.00 |       15.00 |
| Quark                | quark:stained_planks_white_slab                 |      2.00 |       15.00 |
| Quark                | quark:stained_planks_white_slab_double          |      2.00 |       15.00 |
| Quark                | quark:stained_planks_white_stairs               |      2.00 |       15.00 |
